current_temperature,device_class,domain,entity_id,friendly_name,humidity,last_changed,last_updated,state,temperature,unit_of_measurement
,power,sensor,sensor.deyeinvertermaster_battery_output_power,DeyeInverterMaster Battery Output Power,,,,-205.0,,W
,battery,sensor,sensor.deyeinvertermaster_battery_soc,DeyeInverterMaster Battery SOC,,,,32.0,,%
,,sensor,sensor.deyeinvertermaster_grid_frequency,DeyeInverterMaster Grid Frequency,,,,49.9300003051758,,hz
,,sensor,sensor.deyeinvertermaster_load_frequency,DeyeInverterMaster Load Frequency,,,,49.9099998474121,,hz
,voltage,sensor,sensor.deyeinvertermaster_battery_voltage,DeyeInverterMaster Battery Voltage,,,,52.939998626709,,V
,voltage,sensor,sensor.deyeinvertermaster_grid_voltage_l1,DeyeInverterMaster Grid Voltage L1,,,,236.699996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_grid_voltage_l2,DeyeInverterMaster Grid Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinvertermaster_grid_voltage_l1_l2,DeyeInverterMaster Grid Voltage L1 L2,,,,236.699996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_inverter_mid_relay_voltage_l1_l2,DeyeInverterMaster Inverter Mid Relay Voltage L1 L2,,,,236.699996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_inverter_output_voltage_l1,DeyeInverterMaster Inverter Output Voltage L1,,,,237.199996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_inverter_output_voltage_l2,DeyeInverterMaster Inverter Output Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinvertermaster_inverter_output_voltage_l1_l2,DeyeInverterMaster Inverter Output Voltage L1-L2,,,,237.199996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_load_voltage_l1,DeyeInverterMaster Load Voltage L1,,,,236.699996948242,,V
,voltage,sensor,sensor.deyeinvertermaster_load_voltage_l2,DeyeInverterMaster Load Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinvertermaster_battery_charge_voltage,DeyeInverterMaster Battery Charge Voltage,,,,55.0,,V
,power,sensor,sensor.deyeinvertermaster_grid_power_ct_clamp,DeyeInverterMaster Grid Power (CT Clamp),,,,1616.0,,W
,power,sensor,sensor.deyeinvertermaster_grid_power_l1_ct_clamp,DeyeInverterMaster Grid Power L1 (CT Clamp),,,,1616.0,,W
,power,sensor,sensor.deyeinvertermaster_grid_power_l2_ct_clamp,DeyeInverterMaster Grid Power L2 (CT Clamp),,,,0.0,,W
,power,sensor,sensor.deyeinvertermaster_generator_port_power,DeyeInverterMaster Generator Port Power,,,,0.0,,W
,current,sensor,sensor.deyeinvertermaster_grid_current_l1,DeyeInverterMaster Grid Current L1,,,,1.03999996185303,,A
,current,sensor,sensor.deyeinvertermaster_grid_current_l2,DeyeInverterMaster Grid Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinvertermaster_grid_external_current_l1,DeyeInverterMaster Grid External Current L1,,,,3.78999996185303,,A
,current,sensor,sensor.deyeinvertermaster_grid_external_current_l2,DeyeInverterMaster Grid External Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinvertermaster_inverter_output_current_l1,DeyeInverterMaster Inverter Output Current L1,,,,0.5,,A
,current,sensor,sensor.deyeinvertermaster_inverter_output_current_l2,DeyeInverterMaster Inverter Output Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinvertermaster_load_current_l1,DeyeInverterMaster Load Current L1,,,,0.0,,A
,current,sensor,sensor.deyeinvertermaster_load_current_l2,DeyeInverterMaster Load Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinvertermaster_battery_output_current,DeyeInverterMaster Battery Output Current,,,,-3.87999987602234,,A
,temperature,sensor,sensor.deyeinvertermaster_battery_temperature,DeyeInverterMaster Battery Temperature,,,,22.8000011444092,,°C
,temperature,sensor,sensor.deyeinvertermaster_temperature_dc_transformer,DeyeInverterMaster Temperature DC Transformer,,,,49.9000015258789,,°C
,temperature,sensor,sensor.deyeinvertermaster_temperature_ac_transformer,DeyeInverterMaster Temperature AC Transformer,,,,45.2000007629395,,°C
,energy,sensor,sensor.deyeinvertermaster_summary_day_grid_import_buy,DeyeInverterMaster Summary Day Grid Import(Buy),,,,0.200000002980232,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_month_grid_delta,DeyeInverterMaster Summary Month Grid Delta,,,,114.800003051758,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_month_grid_import_buy,DeyeInverterMaster Summary Month Grid Import(Buy),,,,18.1999969482422,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_grid_export_sell,DeyeInverterMaster Summary Day Grid Export(Sell),,,,0.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_load,DeyeInverterMaster Summary Day Load,,,,0.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_month_load,DeyeInverterMaster Summary Month Load,,,,133.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_year_load,DeyeInverterMaster Summary Year Load,,,,0.793999969959259,,MWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_pv,DeyeInverterMaster Summary Day PV,,,,0.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_month_pv,DeyeInverterMaster Summary Month PV,,,,166.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_year_pv,DeyeInverterMaster Summary Year PV,,,,0.935000002384186,,MWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_battery_charge,DeyeInverterMaster Summary Day Battery Charge,,,,0.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_battery_discharge,DeyeInverterMaster Summary Day Battery Discharge,,,,0.100000001490116,,kWh
,power,sensor,sensor.deyeinvertermaster_inverter_output_power,DeyeInverterMaster Inverter Output Power,,,,-35.0,,W
,power,sensor,sensor.deyeinvertermaster_inverter_output_power_l1,DeyeInverterMaster Inverter Output Power L1,,,,-35.0,,W
,power,sensor,sensor.deyeinvertermaster_inverter_output_power_l2,DeyeInverterMaster Inverter Output Power L2,,,,0.0,,W
,power,sensor,sensor.deyeinvertermaster_inverter_rated_power,DeyeInverterMaster Inverter Rated Power,,,,8000.0,,W
,energy,sensor,sensor.deyeinvertermaster_summary_day_aux_energy,DeyeInverterMaster Summary Day Aux Energy,,,,0.0,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_pv1,DeyeInverterMaster Summary Day PV1,,,,0.00744350999593735,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_pv2,DeyeInverterMaster Summary Day PV2,,,,0.0161863546818495,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_pv3,DeyeInverterMaster Summary Day PV3,,,,0.00062186224386096,,kWh
,energy,sensor,sensor.deyeinvertermaster_summary_day_pv4,DeyeInverterMaster Summary Day PV4,,,,0.0,,kWh
,,sensor,sensor.deyeinvertermaster_wifi_ip_address,DeyeInverterMaster Wifi IP Address,,,,192.168.1.102,,
,,sensor,sensor.deyeinvertermaster_wifi_logger_ssid,DeyeInverterMaster Wifi logger SSID,,,,Barkie 2.4G,,
,,sensor,sensor.deyeinvertermaster_wifi_logger_mac,DeyeInverterMaster Wifi logger MAC,,,,7E:DA:88:CB:53:30,,
,,sensor,sensor.deyeinvertermaster_wifi_mdns_name,DeyeInverterMaster Wifi mDNS Name,,,,invertermaster.local,,
,,sensor,sensor.deyeinvertermaster_inverter_system_state,DeyeInverterMaster Inverter System State,,,,normal,,
,,sensor,sensor.deyeinvertermaster_inverter_serial_number,DeyeInverterMaster Inverter Serial Number,,,,2305148809,,
,,sensor,sensor.deyeinvertermaster_inverter_warning,DeyeInverterMaster Inverter Warning,,,,000000000000000000000000,,
,,sensor,sensor.deyeinvertermaster_inverter_fault,DeyeInverterMaster Inverter fault,,,,0000000000000000,,
,,sensor,sensor.deyeinvertermaster_inverter_remote_lock,DeyeInverterMaster Inverter remote lock,,,,00ff,,
,,sensor,sensor.deyeinvertermaster_inverter_time,DeyeInverterMaster Inverter time,,,,2025-11-07 05:59:19,,
,,sensor,sensor.deyeinvertermaster_wifi_logger_firmware_function,DeyeInverterMaster Wifi Logger Firmware Function,,,,Master,,
,,number,number.deyeinvertermaster_timezone1_soc,DeyeInverterMaster Timezone1 SoC,,,,40.0,,%
,,number,number.deyeinvertermaster_timezone2_soc,DeyeInverterMaster Timezone2 SoC,,,,35.0,,%
,,number,number.deyeinvertermaster_timezone3_soc,DeyeInverterMaster Timezone3 SoC,,,,90.0,,%
,,number,number.deyeinvertermaster_timezone4_soc,DeyeInverterMaster Timezone4 SoC,,,,85.0,,%
,,number,number.deyeinvertermaster_timezone5_soc,DeyeInverterMaster Timezone5 SoC,,,,60.0,,%
,,number,number.deyeinvertermaster_timezone6_soc,DeyeInverterMaster Timezone6 SoC,,,,50.0,,%
,,number,number.deyeinvertermaster_timezone1_power,DeyeInverterMaster Timezone1 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone2_power,DeyeInverterMaster Timezone2 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone3_power,DeyeInverterMaster Timezone3 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone4_power,DeyeInverterMaster Timezone4 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone5_power,DeyeInverterMaster Timezone5 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone6_power,DeyeInverterMaster Timezone6 power,,,,8000.0,,W
,,number,number.deyeinvertermaster_timezone1_voltage,DeyeInverterMaster Timezone1 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone2_voltage,DeyeInverterMaster Timezone2 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone3_voltage,DeyeInverterMaster Timezone3 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone4_voltage,DeyeInverterMaster Timezone4 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone5_voltage,DeyeInverterMaster Timezone5 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone6_voltage,DeyeInverterMaster Timezone6 Voltage,,,,49.0,,V
,,number,number.deyeinvertermaster_timezone1_time,DeyeInverterMaster Timezone1 Time,,,,100.0,,
,,number,number.deyeinvertermaster_timezone2_time,DeyeInverterMaster Timezone2 Time,,,,500.0,,
,,number,number.deyeinvertermaster_timezone3_time,DeyeInverterMaster Timezone3 Time,,,,900.0,,
,,number,number.deyeinvertermaster_timezone4_time,DeyeInverterMaster Timezone4 time,,,,1300.0,,
,,number,number.deyeinvertermaster_timezone5_time,DeyeInverterMaster Timezone5 time,,,,1700.0,,
,,number,number.deyeinvertermaster_timezone6_time,DeyeInverterMaster Timezone6 time,,,,2100.0,,
,current,number,number.deyeinvertermaster_battery_max_charge,DeyeInverterMaster Battery Max Charge,,,,90.0,,A
,current,number,number.deyeinvertermaster_battery_max_discharge,DeyeInverterMaster Battery Max Discharge,,,,110.0,,A
,battery,number,number.deyeinvertermaster_battery_shutdown,DeyeInverterMaster Battery Shutdown,,,,20.0,,%
,battery,number,number.deyeinvertermaster_battery_low_warning,DeyeInverterMaster Battery Low warning,,,,25.0,,%
,battery,number,number.deyeinvertermaster_battery_restart,DeyeInverterMaster Battery Restart,,,,30.0,,%
,current,number,number.deyeinvertermaster_grid_charge_current,DeyeInverterMaster Grid Charge Current,,,,40.0,,A
,current,number,number.deyeinvertermaster_generator_charge_current,DeyeInverterMaster Generator Charge Current,,,,40.0,,A
,power,number,number.deyeinvertermaster_export_limit,DeyeInverterMaster Export Limit,,,,8000.0,,W
,,number,number.deyeinvertermaster_generator_peak_shaving_power,DeyeInverterMaster Generator Peak shaving power,,,,8000.0,,W
,,number,number.deyeinvertermaster_grid_peak_shaving_power,DeyeInverterMaster Grid Peak shaving power,,,,8000.0,,W
,,number,number.deyeinvertermaster_battery_equalization_voltage,DeyeInverterMaster Battery Equalization Voltage,,,,55.2,,V
,,number,number.deyeinvertermaster_battery_absorption_voltage,DeyeInverterMaster Battery Absorption Voltage,,,,55.2,,V
,,number,number.deyeinvertermaster_battery_float_voltage,DeyeInverterMaster Battery Float Voltage,,,,53.6,,V
,,number,number.deyeinvertermaster_battery_capacity_ah,DeyeInverterMaster Battery Capacity Ah,,,,400.0,,Ah
,,number,number.deyeinvertermaster_zero_export_grid_feed,DeyeInverterMaster Zero export Grid Feed,,,,20.0,,W
,battery,number,number.deyeinvertermaster_smart_load_on,DeyeInverterMaster Smart Load On,,,,100.0,,%
,battery,number,number.deyeinvertermaster_smart_load_off,DeyeInverterMaster Smart Load Off,,,,95.0,,%
,battery,number,number.deyeinvertermaster_generator_start_charge,DeyeInverterMaster Generator Start Charge,,,,10.0,,%
,,number,number.deyeinvertermaster_smart_load_power,DeyeInverterMaster Smart Load Power,,,,0.0,,W
,,number,number.deyeinvertermaster_generator_run_time,DeyeInverterMaster Generator Run Time,,,,24.0,,H
,,number,number.deyeinvertermaster_generator_down_time,DeyeInverterMaster Generator Down Time,,,,0.0,,H
,,select,select.deyeinverterslave_load_limit_exp_ess_non_ess,DeyeInverterSlave Load Limit Exp/Ess/Non-Ess,,,,Essentials,,
,,select,select.deyeinverterslave_energy_management_model,DeyeInverterSlave Energy Management Model,,,,Load First Mode,,
,,select,select.deyeinverterslave_timezone1_charge,DeyeInverterSlave Timezone1 Charge,,,,None,,
,,select,select.deyeinverterslave_timezone2_charge,DeyeInverterSlave Timezone2 Charge,,,,None,,
,,select,select.deyeinverterslave_timezone3_charge,DeyeInverterSlave Timezone3 Charge,,,,None,,
,,select,select.deyeinverterslave_timezone4_charge,DeyeInverterSlave Timezone4 Charge,,,,None,,
,,select,select.deyeinverterslave_timezone5_charge,DeyeInverterSlave Timezone5 Charge,,,,None,,
,,select,select.deyeinverterslave_timezone6_charge,DeyeInverterSlave Timezone6 Charge,,,,None,,
,,select,select.deyeinverterslave_generator_peak_shaving,DeyeInverterSlave Generator Peak Shaving,,,,Disable,,
,,select,select.deyeinverterslave_grid_peak_shaving,DeyeInverterSlave Grid Peak Shaving,,,,Disable,,
,,select,select.deyeinverterslave_on_grid_always_on,DeyeInverterSlave On Grid Always On,,,,Disable,,
,,select,select.deyeinverterslave_battery_control_mode,DeyeInverterSlave Battery control mode,,,,Lithium,,
,,select,select.deyeinverterslave_battery_operation_mode,DeyeInverterSlave Battery operation mode,,,,Capacity,,
,,select,select.deyeinverterslave_battery_wake_up_lithium,DeyeInverterSlave Battery Wake Up Lithium,,,,Disable,,
,,select,select.deyeinverterslave_aux_port_function,DeyeInverterSlave Aux Port function,,,,Generator input,,
,,select,select.deyeinverterslave_inverter_basic_settings_beep,DeyeInverterSlave Inverter Basic Settings Beep,,,,Disable,,
,,select,select.deyeinverterslave_inverter_basic_settings_sync_clock,DeyeInverterSlave Inverter Basic Settings Sync Clock,,,,Enable,,
,,select,select.deyeinverterslave_grid_signal,DeyeInverterSlave Grid Signal,,,,Enable,,
,,select,select.deyeinverterslave_generator_signal,DeyeInverterSlave Generator Signal,,,,Disable,,
,connectivity,binary_sensor,binary_sensor.deyeinverterslave_status_deyeinverterslave,DeyeInverterSlave Status deyeinverterslave,,,,on,,
,,binary_sensor,binary_sensor.deyeinverterslave_grid_connected_status,DeyeInverterSlave Grid Connected Status,,,,on,,
,,binary_sensor,binary_sensor.deyeinverterslave_generator_connected_status,DeyeInverterSlave Generator Connected Status,,,,off,,
,,button,button.deyeinverterslave_inverter_sync_clock,DeyeInverterSlave Inverter Sync Clock,,,,unknown,,
,,switch,switch.deyeinverterslave_wifi_logger_restart,DeyeInverterSlave Wifi logger Restart,,,,off,,
,,switch,switch.deyeinverterslave_time_of_use,DeyeInverterSlave Time of Use,,,,on,,
,,switch,switch.deyeinverterslave_export_solar_enabled,DeyeInverterSlave Export Solar Enabled,,,,off,,
,,switch,switch.deyeinverterslave_battery_generator_charge_enabled,DeyeInverterSlave Battery Generator Charge Enabled,,,,off,,
,,switch,switch.deyeinverterslave_battery_grid_charge_enabled,DeyeInverterSlave Battery Grid Charge Enabled,,,,off,,
,,switch,switch.deyeinverterslave_force_generator,DeyeInverterSlave Force Generator,,,,off,,
,,switch,switch.deyeinverterslave_signal_island_mode,DeyeInverterSlave Signal Island Mode,,,,on,,
,,sensor,sensor.deyeinverterslave_wifi_logger_signal,DeyeInverterSlave Wifi logger signal,,,,83.0,,%
,duration,sensor,sensor.deyeinverterslave_wifi_logger_uptime,DeyeInverterSlave Wifi logger Uptime,,,,56313.2890625,,s
,energy,sensor,sensor.deyeinverterslave_summary_total_battery_charge,DeyeInverterSlave Summary Total Battery Charge,,,,0.0908999964594841,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_total_battery_discharge,DeyeInverterSlave Summary Total Battery Discharge,,,,0.359899997711182,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_total_grid_export_sell,DeyeInverterSlave Summary Total Grid Export(Sell),,,,0.24719999730587,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_total_grid_import_buy,DeyeInverterSlave Summary Total Grid Import(Buy),,,,0.145199999213219,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_total_load,DeyeInverterSlave Summary Total Load,,,,0.836199998855591,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_total_pv,DeyeInverterSlave Summary Total PV,,,,0.411799997091293,,MWh
,power,sensor,sensor.deyeinverterslave_grid_load,DeyeInverterSlave Grid Load,,,,-102.0,,W
,power,sensor,sensor.deyeinverterslave_grid_load_l1,DeyeInverterSlave Grid Load L1,,,,-102.0,,W
,power,sensor,sensor.deyeinverterslave_grid_load_l2,DeyeInverterSlave Grid Load L2,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_load_power_l1,DeyeInverterSlave Load Power L1,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_load_power_l2,DeyeInverterSlave Load Power L2,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_load_power,DeyeInverterSlave Load Power,,,,0.0,,W
,,sensor,sensor.deyeinverterslave_pv1_voltage,DeyeInverterSlave PV1 Voltage,,,,143.400009155273,,V
,,sensor,sensor.deyeinverterslave_pv1_current,DeyeInverterSlave PV1 Current,,,,1.0,,A
,power,sensor,sensor.deyeinverterslave_pv1_power,DeyeInverterSlave PV1 Power,,,,145.0,,W
,,sensor,sensor.deyeinverterslave_pv2_voltage,DeyeInverterSlave PV2 Voltage,,,,0.600000023841858,,V
,,sensor,sensor.deyeinverterslave_pv2_current,DeyeInverterSlave PV2 Current,,,,0.0,,A
,power,sensor,sensor.deyeinverterslave_pv2_power,DeyeInverterSlave PV2 Power,,,,0.0,,W
,,sensor,sensor.deyeinverterslave_pv3_voltage,DeyeInverterSlave PV3 Voltage,,,,0.0,,V
,,sensor,sensor.deyeinverterslave_pv3_current,DeyeInverterSlave PV3 Current,,,,0.0,,A
,,sensor,sensor.deyeinverterslave_pv4_voltage,DeyeInverterSlave PV4 Voltage,,,,0.0,,V
,,sensor,sensor.deyeinverterslave_pv4_current,DeyeInverterSlave PV4 Current,,,,0.0,,A
,power,sensor,sensor.deyeinverterslave_pv3_power,DeyeInverterSlave PV3 Power,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_pv4_power,DeyeInverterSlave PV4 Power,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_pv_power,DeyeInverterSlave PV Power,,,,145.0,,W
,power,sensor,sensor.deyeinverterslave_battery_output_power,DeyeInverterSlave Battery Output Power,,,,-145.0,,W
,battery,sensor,sensor.deyeinverterslave_battery_soc,DeyeInverterSlave Battery SOC,,,,32.0,,%
,,sensor,sensor.deyeinverterslave_grid_frequency,DeyeInverterSlave Grid Frequency,,,,49.9300003051758,,hz
,,sensor,sensor.deyeinverterslave_load_frequency,DeyeInverterSlave Load Frequency,,,,49.9300003051758,,hz
,voltage,sensor,sensor.deyeinverterslave_battery_voltage,DeyeInverterSlave Battery Voltage,,,,52.8400001525879,,V
,voltage,sensor,sensor.deyeinverterslave_grid_voltage_l1,DeyeInverterSlave Grid Voltage L1,,,,235.300003051758,,V
,voltage,sensor,sensor.deyeinverterslave_grid_voltage_l2,DeyeInverterSlave Grid Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinverterslave_grid_voltage_l1_l2,DeyeInverterSlave Grid Voltage L1 L2,,,,235.300003051758,,V
,voltage,sensor,sensor.deyeinverterslave_inverter_mid_relay_voltage_l1_l2,DeyeInverterSlave Inverter Mid Relay Voltage L1 L2,,,,234.600006103516,,V
,voltage,sensor,sensor.deyeinverterslave_inverter_output_voltage_l1,DeyeInverterSlave Inverter Output Voltage L1,,,,236.600006103516,,V
,voltage,sensor,sensor.deyeinverterslave_inverter_output_voltage_l2,DeyeInverterSlave Inverter Output Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinverterslave_inverter_output_voltage_l1_l2,DeyeInverterSlave Inverter Output Voltage L1-L2,,,,236.600006103516,,V
,voltage,sensor,sensor.deyeinverterslave_load_voltage_l1,DeyeInverterSlave Load Voltage L1,,,,234.600006103516,,V
,voltage,sensor,sensor.deyeinverterslave_load_voltage_l2,DeyeInverterSlave Load Voltage L2,,,,0.0,,V
,voltage,sensor,sensor.deyeinverterslave_battery_charge_voltage,DeyeInverterSlave Battery Charge Voltage,,,,0.0,,V
,power,sensor,sensor.deyeinverterslave_grid_power_ct_clamp,DeyeInverterSlave Grid Power (CT Clamp),,,,1620.0,,W
,power,sensor,sensor.deyeinverterslave_grid_power_l1_ct_clamp,DeyeInverterSlave Grid Power L1 (CT Clamp),,,,1620.0,,W
,power,sensor,sensor.deyeinverterslave_grid_power_l2_ct_clamp,DeyeInverterSlave Grid Power L2 (CT Clamp),,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_generator_port_power,DeyeInverterSlave Generator Port Power,,,,0.0,,W
,current,sensor,sensor.deyeinverterslave_grid_current_l1,DeyeInverterSlave Grid Current L1,,,,4.01999998092651,,A
,current,sensor,sensor.deyeinverterslave_grid_current_l2,DeyeInverterSlave Grid Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinverterslave_grid_external_current_l1,DeyeInverterSlave Grid External Current L1,,,,4.40000009536743,,A
,current,sensor,sensor.deyeinverterslave_grid_external_current_l2,DeyeInverterSlave Grid External Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinverterslave_inverter_output_current_l1,DeyeInverterSlave Inverter Output Current L1,,,,0.5,,A
,current,sensor,sensor.deyeinverterslave_inverter_output_current_l2,DeyeInverterSlave Inverter Output Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinverterslave_load_current_l1,DeyeInverterSlave Load Current L1,,,,0.0,,A
,current,sensor,sensor.deyeinverterslave_load_current_l2,DeyeInverterSlave Load Current L2,,,,0.0,,A
,current,sensor,sensor.deyeinverterslave_battery_output_current,DeyeInverterSlave Battery Output Current,,,,-2.75,,A
,temperature,sensor,sensor.deyeinverterslave_battery_temperature,DeyeInverterSlave Battery Temperature,,,,-100.0,,°C
,temperature,sensor,sensor.deyeinverterslave_temperature_dc_transformer,DeyeInverterSlave Temperature DC Transformer,,,,54.2999992370605,,°C
,temperature,sensor,sensor.deyeinverterslave_temperature_ac_transformer,DeyeInverterSlave Temperature AC Transformer,,,,45.0,,°C
,energy,sensor,sensor.deyeinverterslave_summary_day_grid_import_buy,DeyeInverterSlave Summary Day Grid Import(Buy),,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_month_grid_delta,DeyeInverterSlave Summary Month Grid Delta,,,,109.800003051758,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_month_grid_import_buy,DeyeInverterSlave Summary Month Grid Import(Buy),,,,23.1999969482422,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_grid_export_sell,DeyeInverterSlave Summary Day Grid Export(Sell),,,,0.5,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_load,DeyeInverterSlave Summary Day Load,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_month_load,DeyeInverterSlave Summary Month Load,,,,133.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_year_load,DeyeInverterSlave Summary Year Load,,,,0.793999969959259,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_day_pv,DeyeInverterSlave Summary Day PV,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_month_pv,DeyeInverterSlave Summary Month PV,,,,73.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_year_pv,DeyeInverterSlave Summary Year PV,,,,0.395999997854233,,MWh
,energy,sensor,sensor.deyeinverterslave_summary_day_battery_charge,DeyeInverterSlave Summary Day Battery Charge,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_battery_discharge,DeyeInverterSlave Summary Day Battery Discharge,,,,0.0,,kWh
,power,sensor,sensor.deyeinverterslave_inverter_output_power,DeyeInverterSlave Inverter Output Power,,,,-42.0,,W
,power,sensor,sensor.deyeinverterslave_inverter_output_power_l1,DeyeInverterSlave Inverter Output Power L1,,,,-42.0,,W
,power,sensor,sensor.deyeinverterslave_inverter_output_power_l2,DeyeInverterSlave Inverter Output Power L2,,,,0.0,,W
,power,sensor,sensor.deyeinverterslave_inverter_rated_power,DeyeInverterSlave Inverter Rated Power,,,,8000.0,,W
,energy,sensor,sensor.deyeinverterslave_summary_day_aux_energy,DeyeInverterSlave Summary Day Aux Energy,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_pv1,DeyeInverterSlave Summary Day PV1,,,,0.0368229374289513,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_pv2,DeyeInverterSlave Summary Day PV2,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_pv3,DeyeInverterSlave Summary Day PV3,,,,0.0,,kWh
,energy,sensor,sensor.deyeinverterslave_summary_day_pv4,DeyeInverterSlave Summary Day PV4,,,,0.0,,kWh
,,sensor,sensor.deyeinverterslave_wifi_ip_address,DeyeInverterSlave Wifi IP Address,,,,192.168.1.109,,
,,sensor,sensor.deyeinverterslave_wifi_logger_ssid,DeyeInverterSlave Wifi logger SSID,,,,Sunsync,,
,,sensor,sensor.deyeinverterslave_wifi_logger_mac,DeyeInverterSlave Wifi logger MAC,,,,74:DA:88:CB:53:30,,
,,sensor,sensor.deyeinverterslave_wifi_mdns_name,DeyeInverterSlave Wifi mDNS Name,,,,inverterslave.local,,
,,sensor,sensor.deyeinverterslave_inverter_system_state,DeyeInverterSlave Inverter System State,,,,normal,,
,,sensor,sensor.deyeinverterslave_inverter_serial_number,DeyeInverterSlave Inverter Serial Number,,,,2006184501,,
,,sensor,sensor.deyeinverterslave_inverter_warning,DeyeInverterSlave Inverter Warning,,,,000000000000000000000000,,
,,sensor,sensor.deyeinverterslave_inverter_fault,DeyeInverterSlave Inverter fault,,,,0000000000000000,,
,,sensor,sensor.deyeinverterslave_inverter_remote_lock,DeyeInverterSlave Inverter remote lock,,,,00ff,,
,,sensor,sensor.deyeinverterslave_inverter_time,DeyeInverterSlave Inverter time,,,,2025-11-07 05:58:49,,
,,sensor,sensor.deyeinverterslave_wifi_logger_firmware_function,DeyeInverterSlave Wifi Logger Firmware Function,,,,Slave,,
,,number,number.deyeinverterslave_timezone1_soc,DeyeInverterSlave Timezone1 SoC,,,,40.0,,%
,,number,number.deyeinverterslave_timezone2_soc,DeyeInverterSlave Timezone2 SoC,,,,35.0,,%
,,number,number.deyeinverterslave_timezone3_soc,DeyeInverterSlave Timezone3 SoC,,,,90.0,,%
,,number,number.deyeinverterslave_timezone4_soc,DeyeInverterSlave Timezone4 SoC,,,,85.0,,%
,,number,number.deyeinverterslave_timezone5_soc,DeyeInverterSlave Timezone5 SoC,,,,60.0,,%
,,number,number.deyeinverterslave_timezone6_soc,DeyeInverterSlave Timezone6 SoC,,,,50.0,,%
